,dateSold,propertyType,lotAreaValue,address,imgSrc,price,listingDateTime,longitude,latitude,listingStatus,zpid,livingArea,daysOnZillow,bedrooms,bathrooms,country,currency,lotAreaUnit,hasImage
10,1643270400000,SINGLE_FAMILY,10454.4,"8726 Litwalton Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/2131f278bb3022cdbff52b9a82d8be37-p_e.jpg,855000,,-77.24121,38.902317,RECENTLY_SOLD,51777337,2668.0,-1,4.0,3.0,USA,USD,sqft,True
11,1643097600000,SINGLE_FAMILY,2.32,"10233 Vale Rd, Vienna, VA 22181",https://photos.zillowstatic.com/fp/32c58d44efd61dac41b42743ed5aead6-p_e.jpg,2500000,,-77.29923,38.901863,RECENTLY_SOLD,51767681,8928.0,-1,6.0,8.0,USA,USD,sqft,True
12,1643097600000,SINGLE_FAMILY,0.79,"9820 Spring Ridge Ln, Vienna, VA 22182",https://photos.zillowstatic.com/fp/b707d122d94a265ade0e0b899f5f4173-p_e.jpg,1239000,,-77.28501,38.955303,RECENTLY_SOLD,51725151,4282.0,-1,4.0,5.0,USA,USD,acres,True
13,1643097600000,SINGLE_FAMILY,0.49,"116 Fardale St SE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/d1d506d601123d33accb367ff9b44db0-p_e.jpg,2025000,,-77.247406,38.88972,RECENTLY_SOLD,51776836,7253.0,-1,7.0,7.0,USA,USD,acres,True
14,1643097600000,SINGLE_FAMILY,0.47,"1713 Fox Run Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/568368132f525164e93e1017ea15c7c9-p_e.jpg,750000,,-77.30085,38.940994,RECENTLY_SOLD,51743290,3052.0,-1,4.0,3.0,USA,USD,acres,True
15,1643011200000,SINGLE_FAMILY,10018.8,"406 Plum St SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/3cf22e21bd53245acd709f699d81925b-p_e.jpg,1740000,,-77.26518,38.89498,RECENTLY_SOLD,51772664,5190.0,-1,5.0,5.0,USA,USD,sqft,True
16,1642752000000,SINGLE_FAMILY,0.27,"114 Harmony Dr SE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/18f615ca133c3f923aa016a8df821fe5-p_e.jpg,1700000,,-77.25213,38.89493,RECENTLY_SOLD,51772327,6800.0,-1,6.0,7.0,USA,USD,acres,True
17,1642752000000,SINGLE_FAMILY,10454.4,"413 Yeonas Dr SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/9e75bc6fcabb3e38ef5cf442e837e4ed-p_e.jpg,1640000,,-77.25692,38.885155,RECENTLY_SOLD,51803471,4983.0,-1,6.0,6.0,USA,USD,sqft,True
18,1642752000000,SINGLE_FAMILY,0.54,"10104 Tamarack Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/dfb078be5a343a26bbca6d46e1ae5b66-p_e.jpg,880000,,-77.294975,38.935028,RECENTLY_SOLD,51743421,2685.0,-1,5.0,3.0,USA,USD,acres,True
19,1642665600000,SINGLE_FAMILY,0.25,"507 Valley Dr SE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/7766b85f7ff759f50614dcb7ad7fdfef-p_e.jpg,1739715,,-77.2549,38.901592,RECENTLY_SOLD,51772954,1008.0,-1,5.0,6.0,USA,USD,acres,True
20,1642406400000,SINGLE_FAMILY,10454.4,"8336 Carnegie Dr, Vienna, VA 22180",https://photos.zillowstatic.com/fp/08a0fa453017c80ecbf2b6407ba4abcb-p_e.jpg,812000,,-77.23383,38.88354,RECENTLY_SOLD,51808154,1792.0,-1,3.0,3.0,USA,USD,sqft,True
21,1642147200000,SINGLE_FAMILY,0.55,"1539 Red Rock Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/7656c41c2445be5cbaa869ba1a6fc309-p_e.jpg,656500,,-77.27625,38.942604,RECENTLY_SOLD,51744531,2494.0,-1,4.0,4.0,USA,USD,acres,True
22,1642147200000,SINGLE_FAMILY,6098.4,"8261 Electric Ave, Vienna, VA 22182",https://photos.zillowstatic.com/fp/2b320264415b88d75db48cfe7afa9cde-p_e.jpg,810000,,-77.231544,38.899574,RECENTLY_SOLD,51776820,1583.0,-1,3.0,3.0,USA,USD,sqft,True
23,1642147200000,SINGLE_FAMILY,0.34,"1533 Red Rock Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/a11bce72099beff530f8d6f2a17a71a4-p_e.jpg,670000,,-77.27744,38.942734,RECENTLY_SOLD,51744528,2868.0,-1,4.0,4.0,USA,USD,acres,True
24,1642147200000,SINGLE_FAMILY,0.65,"1170 Old Tolson Mill Rd, McLean, VA 22102","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.95852279663086,-77.25259399414062&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=03_3cnncfBCpDRh_NLmjJJ9S_q4=",862000,,-77.252594,38.958523,RECENTLY_SOLD,51725463,1256.0,-1,3.0,2.0,USA,USD,acres,
25,1642147200000,SINGLE_FAMILY,0.92,"10507 Walter Thompson Dr, Vienna, VA 22181",https://photos.zillowstatic.com/fp/571ccd1252f8b67bfe9e9a8263f3d75b-p_e.jpg,1225000,,-77.314026,38.914368,RECENTLY_SOLD,51766746,4300.0,-1,5.0,4.0,USA,USD,acres,True
26,1642060800000,SINGLE_FAMILY,5662.8,"2796 Miles Stone Dr, Vienna, VA 22181",https://photos.zillowstatic.com/fp/e1b4dbae5a1933e44a6fe738f2b2783c-p_e.jpg,1050000,,-77.28913,38.88333,RECENTLY_SOLD,51803325,2842.0,-1,4.0,4.0,USA,USD,sqft,True
27,1641974400000,SINGLE_FAMILY,0.27,"2546 Villanova Ct, Vienna, VA 22180","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.886722564697266,-77.23335266113281&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=7X6DmX0rjuAqirH8nERKTqI_K7A=",700000,,-77.23335,38.886723,RECENTLY_SOLD,51808212,1828.0,-1,4.0,3.0,USA,USD,acres,
28,1641974400000,SINGLE_FAMILY,0.89444444444444,"1362 Tate Modern Ln, Great Falls, VA 22102","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.95390319824219,-77.2623519897461&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=UZrxAKA1WGJuUV2fJEbJloAynZY=",2734486,,-77.26235,38.953903,RECENTLY_SOLD,306650166,,-1,,,USA,USD,acres,
29,1641888000000,SINGLE_FAMILY,10871.0,"Pimlico Ln, Berlin, MD 21811","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.905418395996094,-77.29475402832031&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=5Wki6fI3Ht5UwWcY7iICPuPxme0=",673453,,-77.294754,38.90542,RECENTLY_SOLD,249651810,,-1,,,USA,USD,sqft,
30,1641801600000,SINGLE_FAMILY,,"2615 Glengyle Dr, Vienna, VA 22181",https://photos.zillowstatic.com/fp/a2a56824279bf2cce184a87201a168f2-p_e.jpg,350000,,-77.27921,38.89328,RECENTLY_SOLD,51771414,1141.0,-1,3.0,2.0,USA,USD,,True
31,1641801600000,SINGLE_FAMILY,10871.0,"Pimlico Ln, Berlin, MD 21811","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.905418395996094,-77.29475402832031&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=5Wki6fI3Ht5UwWcY7iICPuPxme0=",520544,,-77.294754,38.90542,RECENTLY_SOLD,249651811,,-1,,,USA,USD,sqft,
32,1641801600000,SINGLE_FAMILY,0.3,"927 Fairway Dr NE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/be0b769edfe9b36c8f2d59d77d3a026c-p_e.jpg,1125000,,-77.253624,38.917492,RECENTLY_SOLD,51746504,2081.0,-1,5.0,5.0,USA,USD,acres,True
33,1641542400000,SINGLE_FAMILY,0.92,"10164 Clover Glen Dr, Vienna, VA 22181",https://photos.zillowstatic.com/fp/8f6255d5d010ac838fab041fbcc01ae5-p_e.jpg,1215000,,-77.29371,38.922203,RECENTLY_SOLD,51744382,3924.0,-1,4.0,4.0,USA,USD,acres,True
34,1641542400000,SINGLE_FAMILY,2.48,"1620 Crowell Rd, Vienna, VA 22182",https://photos.zillowstatic.com/fp/38e51a94b3b4e87e82ab36a6648edd33-p_e.jpg,1500000,,-77.30811,38.952667,RECENTLY_SOLD,51723969,4567.0,-1,5.0,5.0,USA,USD,sqft,True
35,1641542400000,SINGLE_FAMILY,0.4,"1009 Mountfort Ct SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/61f05a2d620a9ea63b737c5cf6de4702-p_e.jpg,2395205,,-77.26148,38.88523,RECENTLY_SOLD,51804229,6242.0,-1,6.0,7.0,USA,USD,acres,True
36,1641542400000,SINGLE_FAMILY,0.28875114784206,"510 Kibler Cir SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/5f40ca0bbb80678c1f2a54a7aa0d5360-p_e.jpg,750000,,-77.262856,38.88778,RECENTLY_SOLD,51803964,2072.0,-1,4.0,2.0,USA,USD,acres,True
37,1641542400000,SINGLE_FAMILY,10379.0,"617 Truman Cir SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/ea3c3cc612e061163629aad3b8e88375-p_e.jpg,700000,,-77.26681,38.886448,RECENTLY_SOLD,51804054,1958.0,-1,3.0,1.0,USA,USD,sqft,True
38,1641456000000,SINGLE_FAMILY,0.32839761248852,"409 Tapawingo Rd SW, Vienna, VA 22180","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.89003372192383,-77.26252746582031&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=0VbHtLPnrg7c7OaUkf_1Xs1MO3I=",630000,,-77.26253,38.890034,RECENTLY_SOLD,51772062,1524.0,-1,3.0,3.0,USA,USD,acres,
39,1641369600000,SINGLE_FAMILY,0.3,"8503 Stonewall Dr, Vienna, VA 22180",https://photos.zillowstatic.com/fp/3a4cc62b4083da28bd89cec391f51923-p_e.jpg,825000,,-77.239746,38.890015,RECENTLY_SOLD,51776870,2256.0,-1,4.0,3.0,USA,USD,acres,True
